"","Fecha","Hora","Bosque","Transecto..1.2.3.","Planta","Polinizador","sexo","capturado.","Codigo_frasco","Observaciones","Ronda","b","Polinizador_curro","Pollinator_genus","Pollinator_family"
"910",2022-06-02,"13:38:00",1,2,"Thymus praecox subsp. Polytrichus","?=52","","",NA,"",6,"2022-06-02 NA","Calliphora vicina","Calliphora","Calliphoridae"
"911",2022-06-02,"13:40:00",1,2,"Bellis perennis","?=52","","",NA,"",6,"2022-06-02 NA","Calliphora vicina","Calliphora","Calliphoridae"
"912",2022-06-02,"13:41:00",1,2,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",6,"2022-06-02 NA","Bombus pascuorum","Bombus","Apidae"
"913",2022-06-02,"13:44:00",1,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"914",2022-06-02,"13:44:00",1,2,"Ranunculus sp.","?=64","","",NA,"",6,"2022-06-02 NA","Merodon sp.","Merodon","Syrphidae"
"915",2022-06-02,"13:45:00",1,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"916",2022-06-02,"13:50:00",1,2,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",6,"2022-06-02 NA","Bombus pascuorum","Bombus","Apidae"
"917",2022-06-02,"13:51:00",1,2,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"918",2022-06-02,"13:52:00",1,2,"Medicago lupulina","Sphaerophoria scripta","hembra","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"919",2022-06-02,"13:52:00",1,2,"Ranunculus sp.","Eristalis sp.","","",NA,"",6,"2022-06-02 NA","Eristalis sp.","Eristalis","Syrphidae"
"920",2022-06-02,"13:54:00",1,2,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",6,"2022-06-02 NA","Bombus pascuorum","Bombus","Apidae"
"921",2022-06-02,"13:59:00",1,2,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"922",2022-06-02,"14:06:00",1,2,"Ranunculus sp.","?=100","","",NA,"",6,"2022-06-02 NA","Syrphus sp.","Syrphus","Syrphidae"
"923",2022-06-02,"14:07:00",1,2,"Ranunculus sp.","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"924",2022-06-02,"14:07:00",1,2,"Ranunculus sp.","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"925",2022-06-02,"14:08:00",1,2,"Erinus alpinus","?=13","","",NA,"",6,"2022-06-02 NA","Halictus smaragdulus","Halictus","Halictidae"
"926",2022-06-02,"14:11:00",1,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"927",2022-06-02,"14:11:00",1,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"928",2022-06-02,"14:12:00",1,2,"Lotus corniculatus","Bombus lapidarius","","",NA,"",6,"2022-06-02 NA","Bombus lapidarius","Bombus","Apidae"
"929",2022-06-02,"15:35:00",1,3,"Ranunculus sp.","?=97","","",NA,"",6,"2022-06-02 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"930",2022-06-02,"15:36:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"931",2022-06-02,"15:36:00",1,3,"Medicago lupulina","?=99","","",NA,"",6,"2022-06-02 NA","Syrphidae","Syrphidae","Syrphidae"
"932",2022-06-02,"15:37:00",1,3,"Medicago lupulina","","","si",101,"",6,"2022-06-02 101","Andrena propinqua","Andrena","Andrenidae"
"933",2022-06-02,"15:40:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"934",2022-06-02,"15:42:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"935",2022-06-02,"15:45:00",1,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",6,"2022-06-02 NA","Bombus pascuorum","Bombus","Apidae"
"936",2022-06-02,"15:59:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"937",2022-06-02,"16:05:00",1,3,"Vicia pyrenaica","?=75","","",NA,"",6,"2022-06-02 NA","Eucera nigrescens","Eucera","Apidae"
"938",2022-06-02,"16:13:00",1,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",6,"2022-06-02 NA","Bombus pascuorum","Bombus","Apidae"
"939",2022-06-02,"16:20:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"940",2022-06-02,"16:28:00",1,3,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"941",2022-06-02,"16:28:00",1,3,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",6,"2022-06-02 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"942",2022-06-02,"16:33:00",1,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",6,"2022-06-02 NA","Bombus pascuorum","Bombus","Apidae"
"943",2022-06-02,"16:34:00",1,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",6,"2022-06-02 NA","Bombus pascuorum","Bombus","Apidae"
"944",2022-06-02,"16:36:00",1,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",6,"2022-06-02 NA","Bombus pascuorum","Bombus","Apidae"
"945",2022-06-06,"10:37:00",4,1,"Erica cinerea","Bombus terrestris","","",NA,"Templado, sin viento, sol y nubes",6,"2022-06-06 NA","Bombus terrestris","Bombus","Apidae"
"946",2022-06-06,"10:41:00",4,1,"Taraxacum sp.","?=13","","",NA,"",6,"2022-06-06 NA","Halictus smaragdulus","Halictus","Halictidae"
"947",2022-06-06,"10:44:00",4,1,"Taraxacum sp.","?=13","","",NA,"",6,"2022-06-06 NA","Halictus smaragdulus","Halictus","Halictidae"
"948",2022-06-06,"11:12:00",4,1,"Taraxacum sp.","?=11","","",NA,"",6,"2022-06-06 NA","?=11","?=11",NA
"949",2022-06-06,"11:20:00",4,1,"Taraxacum sp.","","","si",102,"",6,"2022-06-06 102","Scaeva pyrastri","Scaeva","Syrphidae"
"950",2022-06-06,"11:25:00",4,1,"Taraxacum sp.","Eristalis sp.","","",NA,"eristalis oscura",6,"2022-06-06 NA","Eristalis sp.","Eristalis","Syrphidae"
"951",2022-06-06,"11:28:00",4,1,"Taraxacum sp.","Eristalis sp.","","",NA,"eristalis con dibujo en el culo",6,"2022-06-06 NA","Eristalis sp.","Eristalis","Syrphidae"
"952",2022-06-06,"11:28:00",4,1,"Taraxacum sp.","Eristalis sp.","","",NA,"culo oscuro",6,"2022-06-06 NA","Eristalis sp.","Eristalis","Syrphidae"
"953",2022-06-06,"11:30:00",4,1,"Taraxacum sp.","Eristalis sp.","","",NA,"culo oscuro",6,"2022-06-06 NA","Eristalis sp.","Eristalis","Syrphidae"
"954",2022-06-06,"11:31:00",4,1,"Erica tetralix","Erebia meolans","","",NA,"",6,"2022-06-06 NA","Erebia meolans","Erebia","Nymphalidae-Satyrinae"
"955",2022-06-06,"13:05:00",4,2,"Taraxacum sp.","Sphaerophoria scripta","","",NA,"",6,"2022-06-06 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"956",2022-06-06,"13:18:00",4,2,"Potentilla erecta","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-06 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"957",2022-06-06,"13:20:00",4,2,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",6,"2022-06-06 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"958",2022-06-06,"13:23:00",4,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-06 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"959",2022-06-06,"13:24:00",4,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-06 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"960",2022-06-06,"13:24:00",4,2,"Potentilla erecta","Sphaerophoria scripta","hembra","",NA,"",6,"2022-06-06 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"961",2022-06-06,"13:34:00",4,2,"Taraxacum sp.","?=69","","",NA,"",6,"2022-06-06 NA","?=69","?=69",NA
"962",2022-06-06,"13:37:00",4,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-06 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"963",2022-06-06,"13:48:00",4,2,"Potentilla erecta","?=13","","",NA,"",6,"2022-06-06 NA","Halictus smaragdulus","Halictus","Halictidae"
"964",2022-06-06,"13:53:00",4,2,"Galium mollugo","Sphaerophoria scripta","","",NA,"",6,"2022-06-06 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"965",2022-06-06,"13:54:00",4,2,"Galium mollugo","Eristalis sp.","","",NA,"culo oscuro",6,"2022-06-06 NA","Eristalis sp.","Eristalis","Syrphidae"
"966",2022-06-06,"14:00:00",4,2,"Potentilla erecta","","","si",103,"",6,"2022-06-06 103","Andrena sp","Andrena","Andrenidae"
"967",2022-06-06,"15:38:00",4,3,"Veronica officinalis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-06 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"968",2022-06-06,"15:40:00",4,3,"Galium mollugo","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-06 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"969",2022-06-06,"15:45:00",4,3,"Erica cinerea","Erebia meolans","","",NA,"",6,"2022-06-06 NA","Erebia meolans","Erebia","Nymphalidae-Satyrinae"
"970",2022-06-07,"10:30:00",3,1,"","","","",NA,"Niebla, empezamos por el segundo transecto",6,"2022-06-07 NA","","",NA
"971",2022-06-07,"13:30:00",3,2,"Trifolium repens","?=6","","",NA,"",6,"2022-06-07 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"972",2022-06-07,"13:35:00",3,2,"Lotus corniculatus","?=11","","",NA,"",6,"2022-06-07 NA","?=11","?=11",NA
"973",2022-06-07,"13:45:00",3,2,"Helianthemum nummularium","Sphaerophoria scripta","","",NA,"",6,"2022-06-07 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"974",2022-06-07,"13:53:00",3,2,"Thymus praecox subsp. Polytrichus","Sphaerophoria scripta","","",NA,"",6,"2022-06-07 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"975",2022-06-07,"13:54:00",3,2,"Thymus praecox subsp. Polytrichus","Sphaerophoria scripta","","",NA,"",6,"2022-06-07 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"976",2022-06-07,"14:04:00",3,2,"Trifolium repens","Apis mellifera","","",NA,"",6,"2022-06-07 NA","Apis mellifera","Apis","Apidae"
"977",2022-06-07,"14:05:00",3,2,"Plantago sp.","?=6","","",NA,"",6,"2022-06-07 NA","Eupeodes corollae","Eupeodes","Syrphidae"
"978",2022-06-07,"14:07:00",3,2,"Helianthemum nummularium","?=13","","",NA,"",6,"2022-06-07 NA","Halictus smaragdulus","Halictus","Halictidae"
"979",2022-06-07,"15:31:00",3,3,"Teucrium pyrenaicum","Bombus pascuorum","","",NA,"",6,"2022-06-07 NA","Bombus pascuorum","Bombus","Apidae"
"980",2022-06-07,"15:33:00",3,3,"Vicia pyrenaica","Bombus pascuorum","","",NA,"",6,"2022-06-07 NA","Bombus pascuorum","Bombus","Apidae"
"981",2022-06-07,"15:33:00",3,3,"Helianthemum nummularium","Apis mellifera","","",NA,"",6,"2022-06-07 NA","Apis mellifera","Apis","Apidae"
"982",2022-06-07,"15:36:00",3,3,"Bellis perennis","Eristalis sp.","","",NA,"",6,"2022-06-07 NA","Eristalis sp.","Eristalis","Syrphidae"
"983",2022-06-07,"15:41:00",3,3,"Lotus corniculatus","Bombus sp.","","",NA,"",6,"2022-06-07 NA","Bombus sp.","Bombus","Apidae"
"984",2022-06-07,"15:42:00",3,3,"Thymus praecox subsp. Polytrichus","?=11","","",NA,"",6,"2022-06-07 NA","?=11","?=11",NA
"985",2022-06-07,"15:43:00",3,3,"Thymus praecox subsp. Polytrichus","Eristalis sp.","","",NA,"culo oscuro",6,"2022-06-07 NA","Eristalis sp.","Eristalis","Syrphidae"
"986",2022-06-07,"15:46:00",3,3,"Lotus corniculatus","Zygaena lonicerae","","",NA,"",6,"2022-06-07 NA","Zygaena lonicerae","Zygaena","Zygaenidae"
"987",2022-06-07,"15:49:00",3,3,"Thymus praecox subsp. Polytrichus","Sphaerophoria scripta","","",NA,"",6,"2022-06-07 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"988",2022-06-07,"16:03:00",3,3,"Lotus corniculatus","Bombus lapidarius","","",NA,"",6,"2022-06-07 NA","Bombus lapidarius","Bombus","Apidae"
"989",2022-06-07,"16:16:00",3,3,"Teucrium pyrenaicum","Bombus pascuorum","","",NA,"",6,"2022-06-07 NA","Bombus pascuorum","Bombus","Apidae"
"990",2022-06-07,"16:19:00",3,3,"Teucrium pyrenaicum","Bombus pascuorum","","",NA,"",6,"2022-06-07 NA","Bombus pascuorum","Bombus","Apidae"
"991",2022-06-07,"16:27:00",3,3,"Thymus praecox subsp. Polytrichus","Sphaerophoria scripta","hembra","",NA,"",6,"2022-06-07 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"992",2022-06-07,"16:29:00",3,3,"Teucrium pyrenaicum","Bombus lapidarius","","",NA,"",6,"2022-06-07 NA","Bombus lapidarius","Bombus","Apidae"
"993",2022-06-09,"11:15:00",5,1,"Daboecia cantabrica","","","si",104,"empezamos transecto mas tarde por la niebla",6,"2022-06-09 104","","",NA
"994",2022-06-09,"11:15:00",5,1,"Daboecia cantabrica","?=106","","",NA,"",6,"2022-06-09 NA","Bombus sylvarum","Bombus","Apidae"
"995",2022-06-09,"11:35:00",5,1,"Daboecia cantabrica","","","si",105,"",6,"2022-06-09 105","Bombus sylvarum","Bombus","Apidae"
"996",2022-06-09,"11:42:00",5,1,"Daboecia cantabrica","?=104","","",NA,"",6,"2022-06-09 NA","?=104","?=104",NA
"997",2022-06-09,"13:10:00",5,2,"Ranunculus sp.","?=83","","",NA,"",6,"2022-06-09 NA","?=83","?=83",NA
"998",2022-06-09,"13:10:00",5,2,"Ranunculus sp.","?=83","","",NA,"",6,"2022-06-09 NA","?=83","?=83",NA
"999",2022-06-09,"13:10:00",5,2,"Ranunculus sp.","?=83","","",NA,"",6,"2022-06-09 NA","?=83","?=83",NA
"1000",2022-06-09,"13:15:00",5,2,"Daboecia cantabrica","","","si",106,"",6,"2022-06-09 106","Bombus sylvarum","Bombus","Apidae"
"1001",2022-06-09,"13:22:00",5,2,"Potentilla erecta","?=10","","",NA,"",6,"2022-06-09 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1002",2022-06-09,"13:43:00",5,2,"Ranunculus sp.","Sphaerophoria scripta","hembra","",NA,"",6,"2022-06-09 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1003",2022-06-09,"13:44:00",5,2,"Ranunculus sp.","?=83","","",NA,"",6,"2022-06-09 NA","?=83","?=83",NA
"1004",2022-06-09,"13:44:00",5,2,"Ranunculus sp.","?=83","","",NA,"",6,"2022-06-09 NA","?=83","?=83",NA
"1005",2022-06-09,"13:50:00",5,2,"Scorzonera humilis","","","si",107,"",6,"2022-06-09 107","Oedemera sp.","Oedemera","Oedemeridae"
"1006",2022-06-09,"13:52:00",5,2,"Ranunculus sp.","?=10","","",NA,"",6,"2022-06-09 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1007",2022-06-09,"13:52:00",5,2,"Ranunculus sp.","?=83","","",NA,"",6,"2022-06-09 NA","?=83","?=83",NA
"1008",2022-06-09,"13:55:00",5,2,"Daboecia cantabrica","","","si",108,"",6,"2022-06-09 108","Platycheirus albimanus","Platycheirus","Syrphidae"
"1009",2022-06-09,"13:57:00",5,2,"Daboecia cantabrica","Bombus pascuorum","","",NA,"",6,"2022-06-09 NA","Bombus pascuorum","Bombus","Apidae"
"1010",2022-06-09,"13:58:00",5,2,"Daboecia cantabrica","","","si",109,"",6,"2022-06-09 109","Bombus lucorum","Bombus","Apidae"
"1011",2022-06-09,"14:02:00",5,2,"Erica tetralix","Coenonympha pamphilus","","",NA,"",6,"2022-06-09 NA","Coenonympha pamphilus","Coenonympha","Nymphalidae-Satyrinae"
"1012",2022-06-09,"15:38:00",5,3,"Ranunculus sp.","?=83","","",NA,"",6,"2022-06-09 NA","?=83","?=83",NA
"1013",2022-06-09,"15:38:00",5,3,"Ranunculus sp.","?=83","","",NA,"",6,"2022-06-09 NA","?=83","?=83",NA
"1014",2022-06-09,"15:54:00",5,3,"Potentiila erecta","Sphaerophoria scripta","hembra","",NA,"",6,"2022-06-09 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1015",2022-06-09,"16:02:00",5,3,"Potentiila erecta","?=83","","",NA,"",6,"2022-06-09 NA","?=83","?=83",NA
"1016",2022-06-09,"16:10:00",5,3,"Potentiila erecta","Coenonympha pamphilus","","",NA,"",6,"2022-06-09 NA","Coenonympha pamphilus","Coenonympha","Nymphalidae-Satyrinae"
"1017",2022-06-09,"16:24:00",5,3,"Scorzonera humilis","?=13","","",NA,"",6,"2022-06-09 NA","Halictus smaragdulus","Halictus","Halictidae"
"1018",2022-06-09,"16:31:00",5,3,"Potentiila erecta","?=10","","",NA,"",6,"2022-06-09 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1019",2022-06-10,"10:40:00",2,1,"Ranunculus sp.","?=10","","",NA,"",6,"2022-06-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1020",2022-06-10,"10:55:00",2,1,"Ranunculus sp.","?=77","","",NA,"",6,"2022-06-10 NA","?=77","?=77",NA
"1021",2022-06-10,"11:03:00",2,1,"Bellis perennis","Sphaerophoria scripta","hembra","",NA,"",6,"2022-06-10 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1022",2022-06-10,"11:17:00",2,1,"Ranunculus sp.","?=97","","",NA,"",6,"2022-06-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1023",2022-06-10,"11:20:00",2,1,"Bellis perennis","?=69","","",NA,"",6,"2022-06-10 NA","?=69","?=69",NA
"1024",2022-06-10,"11:28:00",2,1,"Ranunculus sp.","?=35","","",NA,"",6,"2022-06-10 NA","Apis mellifera","Apis","Apidae"
"1025",2022-06-10,"11:34:00",2,1,"Ranunculus sp.","?=10","","",NA,"",6,"2022-06-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1026",2022-06-10,"11:36:00",2,1,"Bellis perennis","Sphaerophoria scripta","","",NA,"",6,"2022-06-10 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1027",2022-06-10,"11:37:00",2,1,"Plantago sp.","?=97","","",NA,"",6,"2022-06-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1028",2022-06-10,"13:13:00",2,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-10 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1029",2022-06-10,"13:15:00",2,2,"Ranunculus sp.","?=77","","",NA,"",6,"2022-06-10 NA","?=77","?=77",NA
"1030",2022-06-10,"13:20:00",2,2,"Ranunculus sp.","?=97","","",NA,"",6,"2022-06-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1031",2022-06-10,"13:22:00",2,2,"Bellis perennis","?=52","","",NA,"",6,"2022-06-10 NA","Calliphora vicina","Calliphora","Calliphoridae"
"1032",2022-06-10,"13:30:00",2,2,"Bellis perennis","?=69","","",NA,"",6,"2022-06-10 NA","?=69","?=69",NA
"1033",2022-06-10,"13:31:00",2,2,"Ranunculus sp.","?=10","","",NA,"",6,"2022-06-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1034",2022-06-10,"13:34:00",2,2,"Bellis perennis","?=52","","",NA,"",6,"2022-06-10 NA","Calliphora vicina","Calliphora","Calliphoridae"
"1035",2022-06-10,"13:36:00",2,2,"Ranunculus sp.","?=13","","",NA,"",6,"2022-06-10 NA","Halictus smaragdulus","Halictus","Halictidae"
"1036",2022-06-10,"13:39:00",2,2,"Ranunculus sp.","?=10","","",NA,"",6,"2022-06-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1037",2022-06-10,"13:40:00",2,2,"Trifolium repens","Apis mellifera","","",NA,"",6,"2022-06-10 NA","Apis mellifera","Apis","Apidae"
"1038",2022-06-10,"13:42:00",2,2,"Bellis perennis","?=52","","",NA,"",6,"2022-06-10 NA","Calliphora vicina","Calliphora","Calliphoridae"
"1039",2022-06-10,"13:42:00",2,2,"Bellis perennis","Sphaerophoria scripta","macho","",NA,"",6,"2022-06-10 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1040",2022-06-10,"13:43:00",2,2,"Potentiila erecta","","","si",110,"",6,"2022-06-10 110","Andrena minutula","Andrena","Andrenidae"
"1041",2022-06-10,"13:44:00",2,2,"Bellis perennis","Episyrphus balteatus","","",NA,"",6,"2022-06-10 NA","Episyrphus balteatus","Episyrphus","Syrphidae"
"1042",2022-06-10,"13:46:00",2,2,"Bellis perennis","?=11","","",NA,"",6,"2022-06-10 NA","?=11","?=11",NA
"1043",2022-06-10,"13:49:00",2,2,"Bellis perennis","?=10","","",NA,"",6,"2022-06-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1044",2022-06-10,"13:53:00",2,2,"Bellis perennis","?=10","","",NA,"",6,"2022-06-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1045",2022-06-10,"13:55:00",2,2,"Lotus corniculatus","","","si",111,"",6,"2022-06-10 111","","",NA
"1046",2022-06-10,"14:00:00",2,2,"Bellis perennis","?=97","","",NA,"",6,"2022-06-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1047",2022-06-10,"14:01:00",2,2,"Bellis perennis","Eristalis sp.","","",NA,"",6,"2022-06-10 NA","Eristalis sp.","Eristalis","Syrphidae"
"1048",2022-06-10,"14:02:00",2,2,"Geranium robertianum","Bombus pascuorum","","",NA,"",6,"2022-06-10 NA","Bombus pascuorum","Bombus","Apidae"
"1049",2022-06-10,"14:03:00",2,2,"Lotus corniculatus","Bombus pascuorum","","",NA,"",6,"2022-06-10 NA","Bombus pascuorum","Bombus","Apidae"
"1050",2022-06-10,"14:10:00",2,2,"Veronica officinalis","?=110","","",NA,"",6,"2022-06-10 NA","Andrena minutula","Andrena","Andrenidae"
"1051",2022-06-10,"15:44:00",2,3,"Bellis perennis","?=52","","",NA,"",6,"2022-06-10 NA","Calliphora vicina","Calliphora","Calliphoridae"
"1052",2022-06-10,"15:44:00",2,3,"Bellis perennis","?=52","","",NA,"",6,"2022-06-10 NA","Calliphora vicina","Calliphora","Calliphoridae"
"1053",2022-06-10,"15:45:00",2,3,"Ranunculus sp.","?=64","","",NA,"",6,"2022-06-10 NA","Merodon sp.","Merodon","Syrphidae"
"1054",2022-06-10,"15:45:00",2,3,"Myosotis lamottiana","?=97","","",NA,"",6,"2022-06-10 NA","Platycheirus albimanus","Platycheirus","Syrphidae"
"1055",2022-06-10,"15:47:00",2,3,"Bellis perennis","Sphaerophoria scripta","","",NA,"",6,"2022-06-10 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1056",2022-06-10,"15:49:00",2,3,"Bellis perennis","Sphaerophoria scripta","","",NA,"",6,"2022-06-10 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1057",2022-06-10,"15:50:00",2,3,"Myosotis lamottiana","?=110","","",NA,"",6,"2022-06-10 NA","Andrena minutula","Andrena","Andrenidae"
"1058",2022-06-10,"15:53:00",2,3,"Ranunculus sp.","?=69","","",NA,"",6,"2022-06-10 NA","?=69","?=69",NA
"1059",2022-06-10,"15:55:00",2,3,"Ranunculus sp.","","","si",112,"",6,"2022-06-10 112","Episyrphus auricollis","Episyrphus","Syrphidae"
"1060",2022-06-10,"15:56:00",2,3,"Ranunculus sp.","Sphaerophoria scripta","","",NA,"",6,"2022-06-10 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
"1061",2022-06-10,"15:59:00",2,3,"Bellis perennis","?=52","","",NA,"",6,"2022-06-10 NA","Calliphora vicina","Calliphora","Calliphoridae"
"1062",2022-06-10,"16:04:00",2,3,"Veronica officinalis","","","si",113,"",6,"2022-06-10 113","Nomada sheppardana","Nomada","Apidae"
"1063",2022-06-10,"16:05:00",2,3,"Bellis perennis","Eristalis sp.","","",NA,"",6,"2022-06-10 NA","Eristalis sp.","Eristalis","Syrphidae"
"1064",2022-06-10,"16:07:00",2,3,"Bellis perennis","Sphaerophoria scripta","","",NA,"",6,"2022-06-10 NA","Sphaerophoria scripta","Sphaerophoria","Syrphidae"
